player_id,signup_date,country,platform,acquisition_channel,age_group,experiment_group
P20435,2026-01-10,India,iOS,TikTok Ads,18-24,Control
P20436,2026-01-08,India,iOS,Referral,25-34,Daily_Reward
P20437,2026-01-10,India,Android,Meta Ads,45+,Free_Hint
P20438,2026-01-10,India,Android,Meta Ads,35-44,Free_Hint
P20439,2026-01-04,United States,iOS,Organic,25-34,Control
P20440,2026-01-07,India,Android,Organic,25-34,Free_Hint
P20441,2026-01-13,United Kingdom,Android,Meta Ads,18-24,Daily_Reward
P20442,2026-01-09,United States,iOS,Organic,18-24,Daily_Reward
P20443,2026-01-09,India,Android,TikTok Ads,35-44,Free_Hint
P20444,2026-01-14,Canada,Android,TikTok Ads,25-34,Control
P20445,2026-01-09,United States,Android,Meta Ads,35-44,Free_Hint
P20446,2026-01-11,India,Android,Google Ads,25-34,Control
P20447,2026-01-15,India,Android,Google Ads,18-24,Daily_Reward
P20448,2026-01-02,United States,iOS,Organic,25-34,Free_Hint
P20449,2026-01-05,India,Android,Google Ads,25-34,Free_Hint
P20450,2026-01-10,United States,Android,Meta Ads,35-44,Daily_Reward
P20451,2026-01-07,India,Android,Google Ads,25-34,Daily_Reward
P20452,2026-01-04,United Kingdom,Android,Organic,18-24,Free_Hint
P20453,2026-01-07,United Kingdom,iOS,Google Ads,45+,Free_Hint
P20454,2026-01-01,Australia,iOS,TikTok Ads,18-24,Free_Hint
P20455,2026-01-12,India,iOS,Google Ads,25-34,Daily_Reward
P20456,2026-01-13,United States,Android,Organic,25-34,Daily_Reward
P20457,2026-01-14,India,Android,Organic,35-44,Control
P20458,2026-01-01,India,Android,TikTok Ads,45+,Control
P20459,2026-01-08,India,iOS,Google Ads,18-24,Daily_Reward
P20460,2026-01-06,United States,Android,Google Ads,25-34,Free_Hint
P20461,2026-01-03,India,iOS,Google Ads,45+,Control
P20462,2026-01-13,India,iOS,Google Ads,35-44,Control
P20463,2026-01-08,Australia,Android,Google Ads,35-44,Daily_Reward
P20464,2026-01-10,United States,Android,Google Ads,18-24,Daily_Reward
P20465,2026-01-12,India,Android,Google Ads,45+,Free_Hint
P20466,2026-01-03,India,Android,Referral,25-34,Control
P20467,2026-01-05,India,iOS,Meta Ads,25-34,Free_Hint
P20468,2026-01-03,United Kingdom,iOS,Google Ads,18-24,Daily_Reward
P20469,2026-01-15,United States,iOS,TikTok Ads,35-44,Daily_Reward
P20470,2026-01-11,India,Android,Organic,35-44,Daily_Reward
P20471,2026-01-08,India,Android,Organic,35-44,Daily_Reward
P20472,2026-01-02,United States,Android,Referral,25-34,Daily_Reward
P20473,2026-01-07,India,Android,Meta Ads,35-44,Free_Hint
P20474,2026-01-09,United States,iOS,Meta Ads,25-34,Daily_Reward
P20475,2026-01-02,United States,Android,Google Ads,18-24,Control
P20476,2026-01-08,Australia,Android,Organic,35-44,Free_Hint
P20477,2026-01-08,Australia,Android,Google Ads,25-34,Free_Hint
P20478,2026-01-08,Australia,Android,Google Ads,35-44,Free_Hint
P20479,2026-01-02,United States,Android,Referral,25-34,Control
P20480,2026-01-03,Australia,Android,Organic,25-34,Control
P20481,2026-01-08,Canada,Android,TikTok Ads,18-24,Daily_Reward
P20482,2026-01-04,India,Android,Organic,18-24,Control
P20483,2026-01-14,United States,iOS,Organic,25-34,Daily_Reward
P20484,2026-01-07,India,Android,Referral,25-34,Free_Hint
P20485,2026-01-02,India,iOS,Google Ads,25-34,Daily_Reward
P20486,2026-01-14,Canada,Android,Meta Ads,35-44,Free_Hint
P20487,2026-01-05,Australia,iOS,Referral,35-44,Free_Hint
P20488,2026-01-01,Canada,iOS,Google Ads,25-34,Daily_Reward
P20489,2026-01-14,India,Android,Google Ads,18-24,Control
P20490,2026-01-12,United Kingdom,Android,TikTok Ads,25-34,Control
P20491,2026-01-15,India,Android,Organic,18-24,Control
P20492,2026-01-07,India,Android,Google Ads,18-24,Free_Hint
P20493,2026-01-07,India,Android,Google Ads,18-24,Free_Hint
P20494,2026-01-07,India,Android,Organic,45+,Daily_Reward
P20495,2026-01-12,United States,Android,Google Ads,18-24,Free_Hint
P20496,2026-01-13,United States,Android,Organic,25-34,Control
P20497,2026-01-06,India,iOS,Google Ads,35-44,Control
P20498,2026-01-04,India,Android,TikTok Ads,18-24,Control
P20499,2026-01-08,India,Android,Organic,35-44,Control
P20500,2026-01-08,United States,Android,Google Ads,25-34,Control
P20501,2026-01-14,Australia,Android,Organic,35-44,Control
P20502,2026-01-15,India,Android,Google Ads,45+,Control
P20503,2026-01-01,United Kingdom,iOS,Organic,45+,Free_Hint
P20504,2026-01-10,India,Android,Google Ads,35-44,Daily_Reward
P20505,2026-01-13,India,Android,Organic,25-34,Control
P20506,2026-01-13,India,Android,Organic,45+,Free_Hint
P20507,2026-01-03,Australia,Android,Organic,18-24,Free_Hint
P20508,2026-01-09,United States,iOS,TikTok Ads,45+,Free_Hint
P20509,2026-01-05,United Kingdom,iOS,Referral,18-24,Free_Hint
P20510,2026-01-05,United States,Android,TikTok Ads,18-24,Control
P20511,2026-01-15,India,iOS,Referral,25-34,Control
P20512,2026-01-05,United Kingdom,Android,Organic,45+,Free_Hint
P20513,2026-01-07,Australia,iOS,TikTok Ads,18-24,Free_Hint
P20514,2026-01-11,India,Android,Referral,25-34,Free_Hint
P20515,2026-01-03,India,iOS,TikTok Ads,25-34,Control
P20516,2026-01-10,Australia,Android,Organic,25-34,Control
P20517,2026-01-05,United States,Android,Referral,45+,Free_Hint
P20518,2026-01-05,United States,iOS,Organic,45+,Free_Hint
P20519,2026-01-08,Canada,Android,Google Ads,18-24,Free_Hint
P20520,2026-01-15,India,Android,Google Ads,25-34,Control
P20521,2026-01-05,India,Android,Organic,18-24,Control
P20522,2026-01-11,India,Android,Organic,18-24,Control
P20523,2026-01-01,United States,iOS,Google Ads,18-24,Control
P20524,2026-01-14,India,Android,Organic,25-34,Control
P20525,2026-01-07,United States,iOS,Referral,35-44,Control
P20526,2026-01-02,Australia,Android,TikTok Ads,45+,Free_Hint
P20527,2026-01-08,India,Android,Organic,25-34,Free_Hint
P20528,2026-01-03,India,Android,Organic,25-34,Free_Hint
P20529,2026-01-15,United States,Android,Organic,25-34,Free_Hint
P20530,2026-01-15,India,Android,TikTok Ads,45+,Free_Hint
P20531,2026-01-05,Canada,iOS,Organic,25-34,Control
P20532,2026-01-02,India,iOS,Google Ads,35-44,Daily_Reward
P20533,2026-01-13,India,Android,Meta Ads,25-34,Daily_Reward
P20534,2026-01-07,India,iOS,TikTok Ads,25-34,Control
P20535,2026-01-11,India,iOS,Google Ads,18-24,Free_Hint
P20536,2026-01-05,India,Android,Meta Ads,25-34,Control
P20537,2026-01-15,Canada,iOS,Google Ads,35-44,Control
P20538,2026-01-15,India,iOS,Organic,25-34,Free_Hint
P20539,2026-01-03,United States,iOS,Organic,45+,Daily_Reward
P20540,2026-01-03,India,Android,Google Ads,25-34,Free_Hint
P20541,2026-01-05,India,Android,Organic,25-34,Control
P20542,2026-01-03,India,Android,Google Ads,35-44,Free_Hint
P20543,2026-01-02,Canada,Android,Meta Ads,25-34,Free_Hint
P20544,2026-01-05,India,Android,Google Ads,35-44,Control
P20545,2026-01-02,United States,Android,Organic,25-34,Free_Hint
P20546,2026-01-06,United States,Android,Organic,25-34,Free_Hint
P20547,2026-01-12,United States,iOS,Meta Ads,25-34,Control
P20548,2026-01-08,India,Android,TikTok Ads,25-34,Daily_Reward
P20549,2026-01-02,United States,iOS,Meta Ads,35-44,Control
P20550,2026-01-12,Canada,iOS,TikTok Ads,35-44,Control
P20551,2026-01-14,United Kingdom,Android,Referral,35-44,Control
P20552,2026-01-14,United States,iOS,Google Ads,45+,Daily_Reward
P20553,2026-01-09,Australia,Android,Organic,18-24,Daily_Reward
P20554,2026-01-10,United States,Android,Google Ads,45+,Daily_Reward
P20555,2026-01-07,United States,Android,Organic,35-44,Daily_Reward
P20556,2026-01-06,India,Android,Google Ads,35-44,Daily_Reward
P20557,2026-01-15,India,iOS,Organic,25-34,Free_Hint
P20558,2026-01-02,India,Android,Organic,18-24,Control
P20559,2026-01-08,Australia,iOS,TikTok Ads,45+,Control
P20560,2026-01-01,India,Android,Referral,35-44,Control
P20561,2026-01-09,United States,Android,Organic,45+,Daily_Reward
P20562,2026-01-04,United States,Android,TikTok Ads,25-34,Daily_Reward
P20563,2026-01-09,Canada,Android,Organic,18-24,Control
P20564,2026-01-14,India,Android,TikTok Ads,45+,Daily_Reward
P20565,2026-01-02,India,Android,Organic,18-24,Control
P20566,2026-01-10,Canada,iOS,Organic,18-24,Daily_Reward
P20567,2026-01-15,United States,Android,Organic,25-34,Control
P20568,2026-01-01,India,Android,Referral,25-34,Free_Hint
P20569,2026-01-10,United States,Android,Referral,25-34,Free_Hint
P20570,2026-01-01,India,iOS,Google Ads,18-24,Daily_Reward
P20571,2026-01-13,India,Android,Organic,35-44,Daily_Reward
P20572,2026-01-12,India,iOS,Organic,25-34,Daily_Reward
P20573,2026-01-10,United States,iOS,Meta Ads,25-34,Control
P20574,2026-01-13,India,iOS,Organic,18-24,Free_Hint
P20575,2026-01-15,United States,Android,Organic,25-34,Daily_Reward
P20576,2026-01-06,United States,Android,Google Ads,25-34,Free_Hint
P20577,2026-01-12,United States,iOS,Google Ads,35-44,Daily_Reward
P20578,2026-01-06,United Kingdom,Android,Organic,25-34,Daily_Reward
P20579,2026-01-14,India,Android,Organic,25-34,Control
P20580,2026-01-06,India,Android,Google Ads,25-34,Daily_Reward
P20581,2026-01-04,India,Android,Organic,18-24,Free_Hint
P20582,2026-01-12,Australia,Android,Meta Ads,35-44,Control
P20583,2026-01-05,India,Android,Referral,25-34,Control
P20584,2026-01-12,India,iOS,Organic,25-34,Control
P20585,2026-01-15,India,iOS,Referral,18-24,Control
P20586,2026-01-12,Canada,Android,Organic,45+,Daily_Reward
P20587,2026-01-03,Canada,iOS,TikTok Ads,35-44,Control
P20588,2026-01-07,India,iOS,Referral,18-24,Daily_Reward
P20589,2026-01-01,India,Android,TikTok Ads,35-44,Free_Hint
P20590,2026-01-08,India,iOS,Google Ads,18-24,Daily_Reward
P20591,2026-01-11,India,Android,Organic,45+,Daily_Reward
P20592,2026-01-04,Canada,Android,Meta Ads,25-34,Free_Hint
P20593,2026-01-13,United States,iOS,Organic,25-34,Control
P20594,2026-01-11,India,Android,Meta Ads,25-34,Free_Hint
P20595,2026-01-15,United States,iOS,Organic,25-34,Control
P20596,2026-01-04,Canada,Android,Meta Ads,45+,Control
P20597,2026-01-12,United Kingdom,Android,TikTok Ads,45+,Control
P20598,2026-01-04,India,iOS,Google Ads,25-34,Free_Hint
P20599,2026-01-11,India,Android,Referral,25-34,Free_Hint
P20600,2026-01-05,United States,Android,TikTok Ads,45+,Daily_Reward
P20601,2026-01-07,United States,iOS,Organic,25-34,Free_Hint
P20602,2026-01-08,Canada,Android,Organic,18-24,Free_Hint
P20603,2026-01-10,United States,iOS,Organic,25-34,Daily_Reward
P20604,2026-01-07,United States,Android,TikTok Ads,18-24,Free_Hint
P20605,2026-01-15,United States,iOS,Organic,18-24,Daily_Reward
P20606,2026-01-13,United States,iOS,Referral,35-44,Free_Hint
P20607,2026-01-06,Canada,iOS,Organic,35-44,Free_Hint
P20608,2026-01-10,India,Android,Meta Ads,18-24,Control
P20609,2026-01-11,India,iOS,Organic,35-44,Free_Hint
P20610,2026-01-01,Australia,iOS,Google Ads,45+,Control
P20611,2026-01-15,United Kingdom,Android,Google Ads,25-34,Control
P20612,2026-01-09,India,Android,Google Ads,18-24,Control
P20613,2026-01-01,Canada,Android,Meta Ads,18-24,Control
P20614,2026-01-15,United States,Android,Google Ads,18-24,Daily_Reward
P20615,2026-01-01,India,Android,Meta Ads,45+,Daily_Reward
P20616,2026-01-03,United States,Android,Meta Ads,18-24,Free_Hint
P20617,2026-01-14,United States,iOS,Google Ads,18-24,Free_Hint
P20618,2026-01-11,United States,Android,Organic,25-34,Daily_Reward
P20619,2026-01-01,India,Android,Google Ads,25-34,Daily_Reward
P20620,2026-01-03,United States,Android,Google Ads,35-44,Control
P20621,2026-01-15,United States,Android,Organic,45+,Daily_Reward
P20622,2026-01-05,United States,iOS,Google Ads,35-44,Daily_Reward
P20623,2026-01-09,India,Android,TikTok Ads,18-24,Free_Hint
P20624,2026-01-01,Australia,Android,Organic,18-24,Daily_Reward
P20625,2026-01-05,United States,Android,Organic,18-24,Daily_Reward
P20626,2026-01-01,Australia,iOS,Meta Ads,25-34,Control
P20627,2026-01-13,India,Android,Organic,25-34,Free_Hint
P20628,2026-01-01,Canada,Android,Meta Ads,25-34,Daily_Reward
P20629,2026-01-08,India,iOS,Referral,35-44,Control
P20630,2026-01-12,United States,Android,TikTok Ads,18-24,Daily_Reward
P20631,2026-01-12,United States,Android,Organic,25-34,Daily_Reward
P20632,2026-01-02,India,Android,Meta Ads,35-44,Control
P20633,2026-01-05,India,Android,TikTok Ads,45+,Control
P20634,2026-01-02,United Kingdom,iOS,Organic,25-34,Daily_Reward
P20635,2026-01-05,India,Android,Google Ads,18-24,Daily_Reward
P20636,2026-01-11,United States,Android,Google Ads,35-44,Free_Hint
P20637,2026-01-15,United Kingdom,Android,Google Ads,25-34,Free_Hint
P20638,2026-01-10,India,Android,Organic,35-44,Free_Hint
P20639,2026-01-01,India,Android,Organic,25-34,Daily_Reward
P20640,2026-01-03,Australia,iOS,Meta Ads,45+,Daily_Reward
P20641,2026-01-15,United States,iOS,Meta Ads,18-24,Control
P20642,2026-01-14,Canada,iOS,Google Ads,25-34,Control
P20643,2026-01-01,United States,Android,Google Ads,45+,Daily_Reward
P20644,2026-01-10,India,iOS,Google Ads,25-34,Free_Hint
P20645,2026-01-01,Canada,Android,Referral,45+,Control
P20646,2026-01-13,India,Android,Meta Ads,25-34,Daily_Reward
P20647,2026-01-03,United States,Android,Organic,25-34,Free_Hint
P20648,2026-01-09,United Kingdom,Android,Meta Ads,25-34,Free_Hint
P20649,2026-01-14,Canada,iOS,Organic,18-24,Control
P20650,2026-01-09,Australia,Android,Google Ads,45+,Free_Hint
P20651,2026-01-06,United States,Android,Google Ads,45+,Daily_Reward
P20652,2026-01-01,Australia,Android,Organic,25-34,Free_Hint
P20653,2026-01-04,India,Android,Google Ads,25-34,Control
P20654,2026-01-10,India,Android,Meta Ads,25-34,Free_Hint
P20655,2026-01-01,India,iOS,Organic,25-34,Daily_Reward
P20656,2026-01-09,Canada,Android,Meta Ads,45+,Control
P20657,2026-01-06,India,Android,Google Ads,25-34,Control
P20658,2026-01-15,United States,iOS,Organic,25-34,Daily_Reward
P20659,2026-01-07,United Kingdom,Android,Meta Ads,25-34,Control
P20660,2026-01-13,United Kingdom,iOS,Google Ads,25-34,Daily_Reward
P20661,2026-01-01,United Kingdom,iOS,TikTok Ads,18-24,Control
P20662,2026-01-11,Canada,Android,Google Ads,18-24,Daily_Reward
P20663,2026-01-15,India,Android,Meta Ads,25-34,Free_Hint
P20664,2026-01-07,India,Android,Google Ads,18-24,Daily_Reward
P20665,2026-01-01,United States,iOS,Organic,35-44,Free_Hint
P20666,2026-01-13,Canada,Android,Referral,25-34,Free_Hint
P20667,2026-01-04,United States,Android,Google Ads,25-34,Daily_Reward
P20668,2026-01-05,India,Android,Google Ads,25-34,Control
P20669,2026-01-01,India,Android,TikTok Ads,35-44,Free_Hint
P20670,2026-01-09,India,iOS,Google Ads,18-24,Daily_Reward
P20671,2026-01-02,United Kingdom,Android,Google Ads,45+,Free_Hint
P20672,2026-01-05,India,Android,Organic,35-44,Daily_Reward
P20673,2026-01-08,India,iOS,Organic,35-44,Free_Hint
P20674,2026-01-05,India,iOS,Organic,25-34,Daily_Reward
P20675,2026-01-05,India,Android,Google Ads,45+,Free_Hint
P20676,2026-01-14,United Kingdom,iOS,Google Ads,25-34,Control
P20677,2026-01-13,Canada,Android,Google Ads,25-34,Control
P20678,2026-01-13,Australia,Android,Referral,25-34,Free_Hint
P20679,2026-01-03,India,Android,Google Ads,25-34,Free_Hint
P20680,2026-01-14,India,Android,Organic,35-44,Control
P20681,2026-01-15,Canada,Android,Organic,25-34,Control
P20682,2026-01-15,United States,Android,Google Ads,25-34,Control
P20683,2026-01-13,Australia,iOS,Organic,25-34,Free_Hint
P20684,2026-01-01,India,Android,Google Ads,25-34,Daily_Reward
P20685,2026-01-01,India,iOS,Google Ads,25-34,Control
P20686,2026-01-13,Canada,Android,Referral,35-44,Control
P20687,2026-01-07,India,Android,Referral,25-34,Free_Hint
P20688,2026-01-10,Australia,Android,Google Ads,18-24,Daily_Reward
P20689,2026-01-15,United States,Android,Google Ads,25-34,Free_Hint
P20690,2026-01-09,United Kingdom,iOS,Meta Ads,18-24,Daily_Reward
P20691,2026-01-07,India,Android,Organic,35-44,Free_Hint
P20692,2026-01-01,Canada,Android,Meta Ads,35-44,Daily_Reward
P20693,2026-01-12,United States,iOS,TikTok Ads,25-34,Control
P20694,2026-01-01,United States,Android,TikTok Ads,18-24,Daily_Reward
P20695,2026-01-15,United States,Android,Google Ads,25-34,Free_Hint
P20696,2026-01-07,United States,Android,Meta Ads,25-34,Daily_Reward
P20697,2026-01-02,India,iOS,Google Ads,25-34,Control
P20698,2026-01-14,United States,Android,Meta Ads,25-34,Free_Hint
P20699,2026-01-12,India,Android,Meta Ads,45+,Control
P20700,2026-01-06,United States,iOS,Google Ads,18-24,Free_Hint
P20701,2026-01-13,Canada,Android,Organic,25-34,Control
P20702,2026-01-07,India,Android,Google Ads,45+,Free_Hint
P20703,2026-01-10,India,Android,Organic,45+,Control
P20704,2026-01-07,United States,iOS,TikTok Ads,35-44,Free_Hint
P20705,2026-01-14,Australia,Android,Organic,25-34,Control
P20706,2026-01-12,United States,Android,Organic,25-34,Free_Hint
P20707,2026-01-02,India,Android,Organic,35-44,Free_Hint
P20708,2026-01-05,India,iOS,Google Ads,25-34,Free_Hint
P20709,2026-01-15,India,Android,Organic,25-34,Control
P20710,2026-01-11,India,iOS,TikTok Ads,35-44,Free_Hint
P20711,2026-01-10,India,Android,Google Ads,18-24,Control
P20712,2026-01-02,United States,iOS,Meta Ads,35-44,Free_Hint
P20713,2026-01-08,India,Android,Organic,35-44,Daily_Reward
P20714,2026-01-02,United States,Android,TikTok Ads,25-34,Free_Hint
P20715,2026-01-09,United States,Android,Meta Ads,45+,Control
P20716,2026-01-06,Canada,Android,Google Ads,18-24,Daily_Reward
P20717,2026-01-15,India,Android,Organic,18-24,Control
P20718,2026-01-09,India,iOS,Google Ads,18-24,Daily_Reward
P20719,2026-01-10,United Kingdom,Android,Meta Ads,45+,Control
P20720,2026-01-01,India,iOS,Google Ads,25-34,Control
P20721,2026-01-14,United Kingdom,iOS,TikTok Ads,18-24,Free_Hint
P20722,2026-01-09,India,iOS,Referral,25-34,Free_Hint
P20723,2026-01-15,India,Android,Meta Ads,18-24,Free_Hint
P20724,2026-01-01,Canada,Android,TikTok Ads,25-34,Free_Hint
P20725,2026-01-11,India,iOS,Referral,18-24,Control
P20726,2026-01-12,Canada,Android,TikTok Ads,25-34,Daily_Reward
P20727,2026-01-15,India,Android,TikTok Ads,35-44,Daily_Reward
P20728,2026-01-11,Canada,Android,Meta Ads,35-44,Daily_Reward
P20729,2026-01-07,India,iOS,Meta Ads,35-44,Free_Hint
P20730,2026-01-03,Canada,iOS,TikTok Ads,18-24,Free_Hint
P20731,2026-01-07,India,Android,TikTok Ads,25-34,Control
P20732,2026-01-13,India,Android,Meta Ads,18-24,Daily_Reward
P20733,2026-01-10,India,Android,Google Ads,35-44,Daily_Reward
P20734,2026-01-05,India,Android,TikTok Ads,18-24,Daily_Reward
P20735,2026-01-04,United States,Android,Meta Ads,45+,Control
P20736,2026-01-03,India,iOS,Google Ads,35-44,Daily_Reward
P20737,2026-01-08,United States,iOS,Google Ads,18-24,Control
P20738,2026-01-04,Australia,iOS,Organic,25-34,Free_Hint
P20739,2026-01-01,India,Android,Meta Ads,45+,Control
P20740,2026-01-05,India,iOS,TikTok Ads,25-34,Control
P20741,2026-01-05,United States,Android,Google Ads,25-34,Free_Hint
P20742,2026-01-12,India,iOS,Organic,45+,Control
P20743,2026-01-02,India,Android,Meta Ads,18-24,Daily_Reward
P20744,2026-01-01,United Kingdom,Android,Organic,25-34,Free_Hint
P20745,2026-01-04,Australia,iOS,Meta Ads,25-34,Free_Hint
P20746,2026-01-06,India,Android,Google Ads,18-24,Control
P20747,2026-01-08,India,iOS,Meta Ads,35-44,Control
P20748,2026-01-14,United States,Android,Organic,25-34,Free_Hint
P20749,2026-01-07,Australia,Android,Google Ads,25-34,Control
P20750,2026-01-09,India,Android,Meta Ads,18-24,Control
P20751,2026-01-01,India,iOS,Referral,18-24,Control
P20752,2026-01-04,United States,Android,Google Ads,45+,Control
P20753,2026-01-03,India,iOS,Organic,35-44,Control
P20754,2026-01-04,India,Android,Meta Ads,35-44,Free_Hint
P20755,2026-01-03,India,Android,TikTok Ads,25-34,Free_Hint
P20756,2026-01-03,India,Android,Organic,45+,Control
P20757,2026-01-14,United States,iOS,Google Ads,18-24,Daily_Reward
P20758,2026-01-14,India,Android,Referral,35-44,Daily_Reward
P20759,2026-01-13,Australia,Android,Organic,25-34,Daily_Reward
P20760,2026-01-02,India,Android,Organic,18-24,Control
P20761,2026-01-09,India,Android,TikTok Ads,35-44,Free_Hint
P20762,2026-01-12,India,iOS,Meta Ads,18-24,Free_Hint
P20763,2026-01-08,United Kingdom,Android,Organic,25-34,Control
P20764,2026-01-10,United States,Android,TikTok Ads,35-44,Control
P20765,2026-01-10,India,Android,Referral,35-44,Daily_Reward
P20766,2026-01-04,India,Android,Google Ads,18-24,Daily_Reward
P20767,2026-01-04,United States,iOS,TikTok Ads,35-44,Free_Hint
P20768,2026-01-04,United States,Android,Meta Ads,35-44,Daily_Reward
P20769,2026-01-07,India,iOS,Meta Ads,45+,Control
P20770,2026-01-01,India,Android,Organic,25-34,Control
P20771,2026-01-12,United Kingdom,iOS,Organic,45+,Daily_Reward
P20772,2026-01-06,United Kingdom,Android,Google Ads,25-34,Free_Hint
P20773,2026-01-07,India,iOS,Referral,25-34,Daily_Reward
P20774,2026-01-10,United Kingdom,Android,Organic,18-24,Daily_Reward
P20775,2026-01-03,India,Android,Google Ads,25-34,Free_Hint
P20776,2026-01-10,United Kingdom,Android,Google Ads,45+,Free_Hint
P20777,2026-01-15,United States,iOS,Meta Ads,18-24,Control
P20778,2026-01-03,Canada,Android,Organic,25-34,Free_Hint
P20779,2026-01-14,United States,Android,Meta Ads,25-34,Control
P20780,2026-01-03,United States,iOS,TikTok Ads,18-24,Daily_Reward
P20781,2026-01-06,United States,iOS,Google Ads,25-34,Free_Hint
P20782,2026-01-10,United States,iOS,Meta Ads,25-34,Control
P20783,2026-01-01,India,Android,Referral,35-44,Free_Hint
P20784,2026-01-03,Australia,Android,TikTok Ads,35-44,Free_Hint
P20785,2026-01-05,Australia,iOS,Meta Ads,35-44,Control
P20786,2026-01-13,Australia,iOS,TikTok Ads,25-34,Daily_Reward
P20787,2026-01-01,Australia,Android,Google Ads,25-34,Control
P20788,2026-01-14,India,Android,Organic,35-44,Control
P20789,2026-01-06,United States,Android,Referral,25-34,Control
P20790,2026-01-13,United States,Android,Organic,18-24,Daily_Reward
P20791,2026-01-12,United Kingdom,iOS,Google Ads,45+,Control
P20792,2026-01-07,United Kingdom,Android,Organic,25-34,Daily_Reward
P20793,2026-01-09,Australia,iOS,Google Ads,35-44,Free_Hint
P20794,2026-01-08,India,Android,Organic,25-34,Daily_Reward
P20795,2026-01-14,United Kingdom,iOS,TikTok Ads,35-44,Daily_Reward
P20796,2026-01-09,United States,Android,Referral,25-34,Free_Hint
P20797,2026-01-07,Australia,Android,TikTok Ads,25-34,Control
P20798,2026-01-05,India,iOS,Meta Ads,25-34,Free_Hint
P20799,2026-01-10,India,Android,Meta Ads,35-44,Control
P20800,2026-01-10,India,Android,Organic,25-34,Daily_Reward
P20801,2026-01-11,India,Android,Google Ads,25-34,Free_Hint
P20802,2026-01-04,Australia,Android,Google Ads,18-24,Free_Hint
P20803,2026-01-10,India,iOS,Organic,18-24,Daily_Reward
P20804,2026-01-11,India,Android,Organic,45+,Free_Hint
P20805,2026-01-15,Australia,Android,Meta Ads,35-44,Control
P20806,2026-01-14,United Kingdom,Android,Google Ads,35-44,Free_Hint
P20807,2026-01-11,India,Android,Referral,25-34,Daily_Reward
P20808,2026-01-08,Canada,Android,Meta Ads,35-44,Control
P20809,2026-01-11,India,iOS,Organic,18-24,Control
P20810,2026-01-08,United States,Android,Organic,25-34,Free_Hint
P20811,2026-01-08,United States,Android,Organic,25-34,Daily_Reward
P20812,2026-01-07,India,Android,Referral,35-44,Daily_Reward
P20813,2026-01-07,United States,iOS,Meta Ads,45+,Control
P20814,2026-01-09,United States,Android,Meta Ads,25-34,Free_Hint
P20815,2026-01-02,United States,Android,Google Ads,25-34,Daily_Reward
P20816,2026-01-10,India,Android,Referral,18-24,Control
P20817,2026-01-09,India,iOS,Meta Ads,18-24,Daily_Reward
P20818,2026-01-11,United States,iOS,Referral,25-34,Daily_Reward
P20819,2026-01-14,India,iOS,Google Ads,25-34,Free_Hint
P20820,2026-01-08,Canada,Android,Organic,25-34,Daily_Reward
P20821,2026-01-05,Canada,Android,TikTok Ads,25-34,Control
P20822,2026-01-04,Australia,iOS,Google Ads,25-34,Free_Hint
P20823,2026-01-13,India,Android,Organic,18-24,Daily_Reward
P20824,2026-01-06,India,Android,Meta Ads,18-24,Free_Hint
P20825,2026-01-07,United States,Android,Organic,45+,Daily_Reward
P20826,2026-01-10,India,iOS,TikTok Ads,25-34,Free_Hint
P20827,2026-01-07,United States,Android,Organic,45+,Control
P20828,2026-01-14,United Kingdom,Android,Meta Ads,25-34,Free_Hint
P20829,2026-01-11,India,Android,Referral,18-24,Daily_Reward
P20830,2026-01-03,India,iOS,Organic,18-24,Control
P20831,2026-01-04,United States,Android,TikTok Ads,45+,Daily_Reward
P20832,2026-01-05,India,Android,TikTok Ads,25-34,Free_Hint
P20833,2026-01-01,United States,iOS,TikTok Ads,35-44,Free_Hint
P20834,2026-01-10,India,iOS,TikTok Ads,35-44,Daily_Reward
P20835,2026-01-12,Canada,iOS,Organic,25-34,Control
P20836,2026-01-14,India,Android,Organic,25-34,Free_Hint
P20837,2026-01-08,Australia,iOS,Google Ads,25-34,Free_Hint
P20838,2026-01-11,India,Android,Organic,18-24,Control
P20839,2026-01-14,India,iOS,Organic,35-44,Control
P20840,2026-01-13,United States,Android,Organic,18-24,Control
P20841,2026-01-06,United States,iOS,Organic,18-24,Daily_Reward
P20842,2026-01-01,Australia,Android,Organic,25-34,Daily_Reward
P20843,2026-01-13,United States,iOS,Organic,45+,Control
P20844,2026-01-01,India,Android,Google Ads,25-34,Control
P20845,2026-01-15,United States,iOS,TikTok Ads,25-34,Daily_Reward
P20846,2026-01-11,Canada,iOS,Organic,35-44,Daily_Reward
P20847,2026-01-02,India,Android,Referral,25-34,Control
P20848,2026-01-03,United Kingdom,Android,Referral,18-24,Control
P20849,2026-01-11,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P20850,2026-01-02,Canada,Android,Organic,18-24,Daily_Reward
P20851,2026-01-14,Australia,Android,Organic,25-34,Free_Hint
P20852,2026-01-05,Canada,Android,Organic,25-34,Free_Hint
P20853,2026-01-14,Australia,Android,Google Ads,18-24,Daily_Reward
P20854,2026-01-08,India,iOS,Organic,35-44,Free_Hint
P20855,2026-01-13,India,Android,Google Ads,25-34,Daily_Reward
P20856,2026-01-09,United States,Android,Organic,45+,Control
P20857,2026-01-09,India,iOS,Google Ads,18-24,Daily_Reward
P20858,2026-01-04,United States,Android,Meta Ads,25-34,Control
P20859,2026-01-02,Australia,iOS,TikTok Ads,25-34,Daily_Reward
