transaction_id,player_id,transaction_date,transaction_type,amount
T001551,P17711,2026-01-19,In-App Purchase,5.24
T001552,P17712,2026-01-19,In-App Purchase,7.51
T001553,P17724,2026-01-12,In-App Purchase,14.09
T001554,P17727,2026-01-14,In-App Purchase,9.99
T001555,P17738,2026-01-22,In-App Purchase,2.99
T001556,P17749,2026-01-09,In-App Purchase,2.99
T001557,P17749,2026-01-06,In-App Purchase,1.99
T001558,P17816,2026-01-16,In-App Purchase,4.69
T001559,P17827,2026-01-04,In-App Purchase,1.99
T001560,P17837,2026-01-17,In-App Purchase,9.99
T001561,P17837,2026-01-15,In-App Purchase,2.99
T001562,P17870,2026-01-28,In-App Purchase,7.51
T001563,P17871,2026-01-03,In-App Purchase,9.99
T001564,P17879,2026-01-04,In-App Purchase,2.09
T001565,P17879,2026-01-02,In-App Purchase,8.39
T001566,P17910,2026-01-10,In-App Purchase,5.24
T001567,P17973,2026-01-10,In-App Purchase,8.39
T001568,P17975,2026-01-21,In-App Purchase,5.24
T001569,P18004,2026-01-17,In-App Purchase,10.49
T001570,P18033,2026-01-25,In-App Purchase,9.39
T001571,P18033,2026-01-22,In-App Purchase,9.39
T001572,P18041,2026-01-10,In-App Purchase,2.99
T001573,P18049,2026-01-22,In-App Purchase,3.14
T001574,P18049,2026-01-16,In-App Purchase,3.14
T001575,P18073,2026-01-09,In-App Purchase,7.51
T001576,P18084,2026-01-19,In-App Purchase,2.09
T001577,P18096,2026-01-08,In-App Purchase,2.09
T001578,P18102,2026-01-06,In-App Purchase,8.39
T001579,P18102,2026-01-08,In-App Purchase,5.24
T001580,P18125,2026-01-14,In-App Purchase,1.87
T001581,P18125,2026-01-13,In-App Purchase,9.39
T001582,P18125,2026-01-13,In-App Purchase,4.69
T001583,P18153,2026-01-12,In-App Purchase,2.99
T001584,P18172,2026-01-26,In-App Purchase,2.09
T001585,P18172,2026-01-22,In-App Purchase,2.09
T001586,P18172,2026-01-22,In-App Purchase,5.24
T001587,P18183,2026-01-19,In-App Purchase,8.39
T001588,P18195,2026-01-09,In-App Purchase,5.24
T001589,P18195,2026-01-14,In-App Purchase,5.24
T001590,P18211,2026-01-04,In-App Purchase,7.99
T001591,P18250,2026-01-22,In-App Purchase,3.14
T001592,P18250,2026-01-20,In-App Purchase,3.14
T001593,P18256,2026-01-10,In-App Purchase,1.87
T001594,P18264,2026-01-18,In-App Purchase,9.99
T001595,P18274,2026-01-20,In-App Purchase,5.24
T001596,P18275,2026-01-25,In-App Purchase,9.99
T001597,P18275,2026-01-08,In-App Purchase,4.99
T001598,P18276,2026-01-03,In-App Purchase,2.09
T001599,P18280,2026-01-08,In-App Purchase,7.51
T001600,P18280,2026-01-06,In-App Purchase,14.09
T001601,P18296,2026-01-09,In-App Purchase,5.24
T001602,P18319,2026-01-13,In-App Purchase,7.99
T001603,P18333,2026-01-19,In-App Purchase,5.24
T001604,P18335,2026-01-30,In-App Purchase,10.49
T001605,P18337,2026-01-14,In-App Purchase,4.99
T001606,P18339,2026-01-11,In-App Purchase,7.51
T001607,P18346,2026-01-19,In-App Purchase,15.74
T001608,P18362,2026-01-27,In-App Purchase,7.51
T001609,P18426,2026-01-22,In-App Purchase,3.14
T001610,P18426,2026-01-22,In-App Purchase,10.49
T001611,P18426,2026-01-22,In-App Purchase,10.49
T001612,P18440,2026-01-11,In-App Purchase,7.51
T001613,P18460,2026-01-17,In-App Purchase,1.87
T001614,P18498,2026-01-28,In-App Purchase,14.99
T001615,P18498,2026-01-25,In-App Purchase,4.99
T001616,P18513,2026-01-17,In-App Purchase,5.24
T001617,P18552,2026-01-30,In-App Purchase,2.99
T001618,P18552,2026-01-14,In-App Purchase,4.99
T001619,P18573,2026-01-17,In-App Purchase,3.14
T001620,P18589,2026-01-01,In-App Purchase,3.14
T001621,P18593,2026-01-19,In-App Purchase,9.99
T001622,P18593,2026-01-07,In-App Purchase,1.99
T001623,P18610,2026-01-04,In-App Purchase,4.69
T001624,P18610,2026-01-04,In-App Purchase,2.81
T001625,P18615,2026-01-21,In-App Purchase,4.99
T001626,P18619,2026-01-20,In-App Purchase,2.09
T001627,P18619,2026-01-20,In-App Purchase,5.24
T001628,P18630,2026-01-07,In-App Purchase,2.81
T001629,P18632,2026-01-09,In-App Purchase,3.14
T001630,P18699,2026-01-01,In-App Purchase,4.69
T001631,P18699,2026-01-03,In-App Purchase,1.87
T001632,P18717,2026-01-20,In-App Purchase,14.99
T001633,P18717,2026-01-20,In-App Purchase,4.99
T001634,P18728,2026-01-27,In-App Purchase,1.99
T001635,P18728,2026-01-27,In-App Purchase,4.99
T001636,P18728,2026-02-04,In-App Purchase,4.99
T001637,P18738,2026-01-18,In-App Purchase,4.99
T001638,P18738,2026-01-14,In-App Purchase,1.99
T001639,P18743,2026-01-12,In-App Purchase,7.51
T001640,P18757,2026-01-04,In-App Purchase,1.99
T001641,P18757,2026-01-04,In-App Purchase,2.99
T001642,P18779,2026-01-12,In-App Purchase,4.99
T001643,P18779,2026-01-12,In-App Purchase,7.99
T001644,P18803,2026-01-06,In-App Purchase,2.81
T001645,P18803,2026-01-14,In-App Purchase,1.87
T001646,P18822,2026-01-14,In-App Purchase,1.87
T001647,P18822,2026-01-06,In-App Purchase,4.69
T001648,P18826,2026-01-27,In-App Purchase,2.81
T001649,P18826,2026-01-11,In-App Purchase,9.39
T001650,P18887,2026-01-24,In-App Purchase,10.49
T001651,P18905,2026-01-06,In-App Purchase,4.99
T001652,P18909,2026-01-04,In-App Purchase,7.99
T001653,P18909,2026-01-19,In-App Purchase,4.99
T001654,P18910,2026-01-07,In-App Purchase,2.09
T001655,P18913,2026-01-17,In-App Purchase,4.69
T001656,P18922,2026-01-12,In-App Purchase,5.24
T001657,P18926,2026-01-21,In-App Purchase,3.14
T001658,P18933,2026-01-08,In-App Purchase,4.69
T001659,P18933,2026-01-28,In-App Purchase,4.69
T001660,P18933,2026-01-28,In-App Purchase,7.51
T001661,P18933,2026-01-28,In-App Purchase,4.69
T001662,P18973,2026-01-17,In-App Purchase,3.14
T001663,P18974,2026-01-24,In-App Purchase,2.09
T001664,P18987,2026-01-16,In-App Purchase,3.14
T001665,P18987,2026-01-17,In-App Purchase,5.24
T001666,P18987,2026-01-25,In-App Purchase,5.24
T001667,P18997,2026-01-29,In-App Purchase,3.14
T001668,P19004,2026-01-04,In-App Purchase,3.14
T001669,P19019,2026-01-29,In-App Purchase,7.99
T001670,P19019,2026-01-09,In-App Purchase,2.99
T001671,P19019,2026-01-09,In-App Purchase,9.99
T001672,P19019,2026-01-09,In-App Purchase,14.99
T001673,P19023,2026-01-07,In-App Purchase,1.87
T001674,P19039,2026-01-21,In-App Purchase,2.09
T001675,P19039,2026-01-28,In-App Purchase,3.14
T001676,P19050,2026-01-08,In-App Purchase,10.49
T001677,P19050,2026-01-08,In-App Purchase,3.14
T001678,P19059,2026-01-19,In-App Purchase,2.99
T001679,P19101,2026-01-25,In-App Purchase,2.81
T001680,P19102,2026-01-23,In-App Purchase,5.24
T001681,P19102,2026-01-06,In-App Purchase,10.49
T001682,P19113,2026-01-08,In-App Purchase,10.49
T001683,P19113,2026-01-05,In-App Purchase,5.24
T001684,P19116,2026-01-15,In-App Purchase,4.99
T001685,P19127,2026-01-23,In-App Purchase,5.24
T001686,P19153,2026-01-04,In-App Purchase,2.09
T001687,P19154,2026-01-08,In-App Purchase,14.09
T001688,P19171,2026-01-23,In-App Purchase,1.99
T001689,P19193,2026-01-12,In-App Purchase,4.99
T001690,P19193,2026-01-13,In-App Purchase,7.99
T001691,P19197,2026-01-09,In-App Purchase,14.09
T001692,P19204,2026-01-10,In-App Purchase,3.14
T001693,P19207,2026-01-06,In-App Purchase,14.99
T001694,P19213,2026-01-06,In-App Purchase,9.39
T001695,P19242,2026-01-18,In-App Purchase,8.39
T001696,P19286,2026-01-05,In-App Purchase,1.99
T001697,P19286,2026-01-07,In-App Purchase,2.99
T001698,P19293,2026-01-09,In-App Purchase,4.99
T001699,P19293,2026-01-09,In-App Purchase,7.99
T001700,P19303,2026-01-14,In-App Purchase,2.81
T001701,P19306,2026-01-09,In-App Purchase,7.99
T001702,P19387,2026-01-22,In-App Purchase,5.24
T001703,P19387,2026-01-12,In-App Purchase,10.49
T001704,P19397,2026-01-05,In-App Purchase,4.99
T001705,P19435,2026-01-15,In-App Purchase,5.24
T001706,P19440,2026-01-11,In-App Purchase,5.24
T001707,P19442,2026-01-06,In-App Purchase,4.99
T001708,P19459,2026-01-13,In-App Purchase,1.87
T001709,P19478,2026-01-21,In-App Purchase,5.24
T001710,P19495,2026-01-22,In-App Purchase,7.99
T001711,P19552,2026-01-11,In-App Purchase,7.51
T001712,P19552,2026-01-17,In-App Purchase,4.69
T001713,P19556,2026-01-22,In-App Purchase,10.49
T001714,P19580,2026-01-11,In-App Purchase,4.69
T001715,P19580,2026-01-04,In-App Purchase,4.69
T001716,P19581,2026-01-12,In-App Purchase,3.14
T001717,P19581,2026-01-04,In-App Purchase,2.09
T001718,P19638,2026-01-13,In-App Purchase,9.39
T001719,P19640,2026-01-08,In-App Purchase,7.51
T001720,P19640,2026-01-12,In-App Purchase,2.81
T001721,P19651,2026-01-10,In-App Purchase,5.24
T001722,P19651,2026-01-13,In-App Purchase,2.09
T001723,P19653,2026-01-12,In-App Purchase,2.81
T001724,P19653,2026-01-17,In-App Purchase,2.81
T001725,P19661,2026-01-03,In-App Purchase,2.81
T001726,P19703,2026-01-11,In-App Purchase,2.81
T001727,P19703,2026-01-17,In-App Purchase,14.09
T001728,P19728,2026-01-28,In-App Purchase,3.14
T001729,P19731,2026-01-27,In-App Purchase,1.99
T001730,P19738,2026-01-21,In-App Purchase,9.39
T001731,P19740,2026-01-22,In-App Purchase,4.99
T001732,P19740,2026-01-08,In-App Purchase,2.99
T001733,P19747,2026-01-04,In-App Purchase,2.99
T001734,P19750,2026-01-20,In-App Purchase,3.14
T001735,P19772,2026-01-15,In-App Purchase,1.87
T001736,P19784,2026-01-04,In-App Purchase,2.99
T001737,P19784,2026-01-19,In-App Purchase,4.99
T001738,P19810,2026-01-17,In-App Purchase,1.99
T001739,P19820,2026-01-06,In-App Purchase,1.99
T001740,P19830,2026-01-18,In-App Purchase,4.99
T001741,P19834,2026-01-09,In-App Purchase,9.99
T001742,P19870,2026-01-09,In-App Purchase,7.99
T001743,P19878,2026-01-16,In-App Purchase,1.99
T001744,P19926,2026-01-02,In-App Purchase,1.87
T001745,P19963,2026-01-10,In-App Purchase,1.99
T001746,P19983,2026-01-14,In-App Purchase,15.74
T001747,P19988,2026-01-12,In-App Purchase,3.14
T001748,P19988,2026-01-23,In-App Purchase,3.14
T001749,P19990,2026-01-08,In-App Purchase,2.81
T001750,P19990,2026-01-20,In-App Purchase,7.51
T001751,P20006,2026-01-13,In-App Purchase,14.99
T001752,P20006,2026-01-13,In-App Purchase,4.99
T001753,P20006,2026-01-11,In-App Purchase,2.99
T001754,P20027,2026-01-08,In-App Purchase,5.24
T001755,P20031,2026-01-07,In-App Purchase,4.69
T001756,P20039,2026-01-08,In-App Purchase,4.99
T001757,P20047,2026-01-08,In-App Purchase,14.99
T001758,P20047,2026-01-14,In-App Purchase,1.99
T001759,P20050,2026-01-06,In-App Purchase,3.14
T001760,P20062,2026-01-22,In-App Purchase,5.24
T001761,P20062,2026-01-08,In-App Purchase,3.14
T001762,P20065,2026-01-02,In-App Purchase,3.14
T001763,P20065,2026-01-01,In-App Purchase,8.39
T001764,P20066,2026-01-17,In-App Purchase,5.24
T001765,P20092,2026-01-14,In-App Purchase,14.99
T001766,P20092,2026-01-25,In-App Purchase,1.99
T001767,P20122,2026-01-10,In-App Purchase,2.09
T001768,P20122,2026-01-08,In-App Purchase,3.14
T001769,P20131,2026-01-18,In-App Purchase,3.14
T001770,P20139,2026-01-04,In-App Purchase,1.99
T001771,P20154,2026-01-09,In-App Purchase,2.09
T001772,P20162,2026-01-06,In-App Purchase,2.99
T001773,P20180,2026-02-04,In-App Purchase,2.81
T001774,P20182,2026-01-10,In-App Purchase,2.81
T001775,P20183,2026-01-13,In-App Purchase,5.24
T001776,P20198,2026-01-05,In-App Purchase,2.81
T001777,P20211,2026-01-21,In-App Purchase,4.69
T001778,P20230,2026-01-17,In-App Purchase,4.99
T001779,P20247,2026-01-10,In-App Purchase,3.14
T001780,P20247,2026-01-07,In-App Purchase,3.14
T001781,P20248,2026-01-15,In-App Purchase,2.81
T001782,P20265,2026-01-12,In-App Purchase,3.14
T001783,P20270,2026-01-14,In-App Purchase,3.14
T001784,P20270,2026-01-17,In-App Purchase,3.14
T001785,P20270,2026-01-30,In-App Purchase,3.14
T001786,P20270,2026-01-13,In-App Purchase,3.14
T001787,P20271,2026-01-01,In-App Purchase,7.51
T001788,P20302,2026-01-11,In-App Purchase,9.99
T001789,P20314,2026-01-03,In-App Purchase,1.87
T001790,P20314,2026-01-07,In-App Purchase,1.87
T001791,P20315,2026-01-14,In-App Purchase,5.24
T001792,P20332,2026-01-18,In-App Purchase,8.39
T001793,P20332,2026-01-04,In-App Purchase,5.24
T001794,P20389,2026-01-23,In-App Purchase,4.99
T001795,P20396,2026-01-17,In-App Purchase,4.99
T001796,P20396,2026-01-06,In-App Purchase,4.99
T001797,P20405,2026-01-10,In-App Purchase,9.99
T001798,P20405,2026-01-10,In-App Purchase,2.99
T001799,P20406,2026-01-07,In-App Purchase,1.99
T001800,P20420,2026-01-07,In-App Purchase,8.39
T001801,P20420,2026-01-11,In-App Purchase,2.09
T001802,P20422,2026-01-12,In-App Purchase,4.69
T001803,P20462,2026-01-16,In-App Purchase,2.99
T001804,P20469,2026-01-15,In-App Purchase,5.24
T001805,P20494,2026-01-09,In-App Purchase,5.24
T001806,P20528,2026-01-17,In-App Purchase,1.87
T001807,P20547,2026-01-29,In-App Purchase,4.99
T001808,P20581,2026-01-24,In-App Purchase,7.51
T001809,P20581,2026-01-11,In-App Purchase,7.51
T001810,P20587,2026-01-13,In-App Purchase,7.99
T001811,P20596,2026-01-07,In-App Purchase,4.99
T001812,P20605,2026-01-15,In-App Purchase,3.14
T001813,P20605,2026-01-20,In-App Purchase,10.49
T001814,P20608,2026-01-16,In-App Purchase,14.99
T001815,P20608,2026-01-21,In-App Purchase,2.99
T001816,P20613,2026-01-03,In-App Purchase,1.99
T001817,P20624,2026-01-01,In-App Purchase,8.39
T001818,P20629,2026-01-08,In-App Purchase,4.99
T001819,P20630,2026-01-12,In-App Purchase,10.49
T001820,P20630,2026-01-13,In-App Purchase,8.39
T001821,P20630,2026-01-12,In-App Purchase,8.39
T001822,P20634,2026-01-07,In-App Purchase,8.39
T001823,P20647,2026-01-04,In-App Purchase,4.69
T001824,P20652,2026-01-08,In-App Purchase,7.51
T001825,P20652,2026-01-08,In-App Purchase,1.87
T001826,P20652,2026-01-19,In-App Purchase,7.51
T001827,P20684,2026-01-06,In-App Purchase,3.14
T001828,P20686,2026-01-13,In-App Purchase,4.99
T001829,P20724,2026-01-20,In-App Purchase,4.69
T001830,P20743,2026-01-05,In-App Purchase,15.74
T001831,P20775,2026-01-03,In-App Purchase,4.69
T001832,P20782,2026-01-30,In-App Purchase,1.99
T001833,P20782,2026-01-14,In-App Purchase,7.99
T001834,P20818,2026-01-11,In-App Purchase,15.74
T001835,P20833,2026-01-09,In-App Purchase,4.69
T001836,P20833,2026-01-18,In-App Purchase,9.39
T001837,P20846,2026-01-11,In-App Purchase,2.09
T001838,P20849,2026-01-20,In-App Purchase,5.24
T001839,P20849,2026-01-17,In-App Purchase,8.39
T001840,P20885,2026-01-10,In-App Purchase,5.24
T001841,P20885,2026-01-11,In-App Purchase,5.24
T001842,P20890,2026-01-09,In-App Purchase,15.74
T001843,P20890,2026-01-09,In-App Purchase,3.14
T001844,P20899,2026-01-06,In-App Purchase,3.14
T001845,P20899,2026-01-14,In-App Purchase,3.14
T001846,P20935,2026-01-10,In-App Purchase,2.99
T001847,P20935,2026-01-18,In-App Purchase,4.99
T001848,P20953,2026-01-01,In-App Purchase,5.24
T001849,P20957,2026-01-02,In-App Purchase,2.81
T001850,P20958,2026-01-07,In-App Purchase,7.51
T001851,P20978,2026-01-07,In-App Purchase,1.87
T001852,P20978,2026-01-13,In-App Purchase,2.81
T001853,P20986,2026-01-23,In-App Purchase,8.39
T001854,P21001,2026-01-13,In-App Purchase,15.74
T001855,P21011,2026-01-09,In-App Purchase,2.81
T001856,P21011,2026-01-24,In-App Purchase,1.87
T001857,P21013,2026-01-04,In-App Purchase,1.99
T001858,P21013,2026-01-07,In-App Purchase,4.99
T001859,P21042,2026-01-11,In-App Purchase,3.14
T001860,P21086,2026-01-04,In-App Purchase,8.39
T001861,P21086,2026-01-04,In-App Purchase,3.14
T001862,P21102,2026-01-10,In-App Purchase,2.81
T001863,P21114,2026-01-19,In-App Purchase,4.99
T001864,P21121,2026-01-27,In-App Purchase,2.99
T001865,P21127,2026-01-08,In-App Purchase,2.09
T001866,P21127,2026-01-11,In-App Purchase,8.39
T001867,P21163,2026-01-04,In-App Purchase,5.24
T001868,P21163,2026-01-04,In-App Purchase,2.09
T001869,P21188,2026-01-22,In-App Purchase,2.99
T001870,P21190,2026-01-10,In-App Purchase,3.14
T001871,P21206,2026-01-06,In-App Purchase,4.99
T001872,P21207,2026-01-19,In-App Purchase,5.24
T001873,P21207,2026-01-17,In-App Purchase,2.09
T001874,P21210,2026-01-31,In-App Purchase,1.87
T001875,P21210,2026-01-31,In-App Purchase,1.87
T001876,P21210,2026-01-15,In-App Purchase,2.81
T001877,P21242,2026-01-06,In-App Purchase,3.14
T001878,P21242,2026-01-06,In-App Purchase,5.24
T001879,P21242,2026-01-06,In-App Purchase,2.09
T001880,P21252,2026-01-12,In-App Purchase,8.39
T001881,P21252,2026-01-10,In-App Purchase,10.49
T001882,P21270,2026-01-15,In-App Purchase,3.14
T001883,P21274,2026-01-17,In-App Purchase,2.81
T001884,P21275,2026-01-22,In-App Purchase,15.74
T001885,P21280,2026-01-05,In-App Purchase,3.14
T001886,P21282,2026-01-16,In-App Purchase,4.69
T001887,P21283,2026-01-04,In-App Purchase,5.24
T001888,P21290,2026-01-18,In-App Purchase,5.24
T001889,P21292,2026-01-09,In-App Purchase,5.24
T001890,P21292,2026-01-07,In-App Purchase,3.14
T001891,P21316,2026-01-10,In-App Purchase,4.69
T001892,P21316,2026-01-13,In-App Purchase,9.39
T001893,P21316,2026-01-10,In-App Purchase,2.81
T001894,P21332,2026-01-19,In-App Purchase,1.99
T001895,P21365,2026-01-22,In-App Purchase,7.99
T001896,P21378,2026-01-20,In-App Purchase,9.99
T001897,P21401,2026-01-11,In-App Purchase,15.74
T001898,P21405,2026-01-04,In-App Purchase,14.09
T001899,P21405,2026-01-07,In-App Purchase,1.87
T001900,P21411,2026-01-13,In-App Purchase,2.99
T001901,P21443,2026-01-03,In-App Purchase,4.69
T001902,P21474,2026-01-10,In-App Purchase,5.24
T001903,P21474,2026-01-18,In-App Purchase,5.24
T001904,P21503,2026-01-09,In-App Purchase,2.99
T001905,P21513,2026-01-25,In-App Purchase,9.39
T001906,P21524,2026-01-26,In-App Purchase,7.51
T001907,P21538,2026-01-23,In-App Purchase,4.99
T001908,P21538,2026-01-06,In-App Purchase,9.99
T001909,P21538,2026-01-05,In-App Purchase,7.99
T001910,P21555,2026-01-13,In-App Purchase,2.81
T001911,P21575,2026-01-17,In-App Purchase,8.39
T001912,P21607,2026-01-08,In-App Purchase,1.99
T001913,P21616,2026-01-06,In-App Purchase,8.39
T001914,P21616,2026-01-17,In-App Purchase,5.24
T001915,P21632,2026-01-26,In-App Purchase,3.14
T001916,P21689,2026-01-16,In-App Purchase,4.69
T001917,P21692,2026-01-22,In-App Purchase,4.69
T001918,P21749,2026-01-13,In-App Purchase,3.14
T001919,P21759,2026-01-11,In-App Purchase,4.99
T001920,P21769,2026-01-19,In-App Purchase,9.99
T001921,P21769,2026-01-15,In-App Purchase,2.99
T001922,P21769,2026-01-10,In-App Purchase,1.99
T001923,P21779,2026-01-14,In-App Purchase,5.24
T001924,P21795,2026-01-03,In-App Purchase,1.99
T001925,P21826,2026-01-12,In-App Purchase,14.99
T001926,P21837,2026-01-03,In-App Purchase,14.09
T001927,P21852,2026-01-05,In-App Purchase,7.51
T001928,P21857,2026-01-16,In-App Purchase,2.99
T001929,P21869,2026-01-07,In-App Purchase,4.99
T001930,P21927,2026-01-04,In-App Purchase,10.49
T001931,P21930,2026-01-08,In-App Purchase,7.99
T001932,P21930,2026-01-08,In-App Purchase,9.99
T001933,P21930,2026-01-08,In-App Purchase,7.99
T001934,P21931,2026-01-18,In-App Purchase,2.81
T001935,P21931,2026-01-16,In-App Purchase,4.69
T001936,P21949,2026-01-09,In-App Purchase,5.24
T001937,P21991,2026-01-17,In-App Purchase,1.99
T001938,P21999,2026-01-16,In-App Purchase,5.24
T001939,P22003,2026-01-05,In-App Purchase,4.69
T001940,P22020,2026-01-14,In-App Purchase,7.51
T001941,P22034,2026-01-04,In-App Purchase,2.09
T001942,P22034,2026-01-04,In-App Purchase,3.14
T001943,P22042,2026-01-09,In-App Purchase,1.87
T001944,P22083,2026-01-13,In-App Purchase,5.24
T001945,P22108,2026-01-21,In-App Purchase,5.24
T001946,P22108,2026-01-21,In-App Purchase,3.14
T001947,P22109,2026-01-17,In-App Purchase,2.09
T001948,P22109,2026-01-10,In-App Purchase,5.24
T001949,P22129,2026-01-15,In-App Purchase,2.99
T001950,P22129,2026-01-14,In-App Purchase,1.99
T001951,P22152,2026-01-04,In-App Purchase,4.99
T001952,P22199,2026-02-02,In-App Purchase,5.24
T001953,P22199,2026-02-02,In-App Purchase,5.24
T001954,P22218,2026-01-10,In-App Purchase,5.24
T001955,P22218,2026-01-09,In-App Purchase,8.39
T001956,P22220,2026-01-12,In-App Purchase,3.14
T001957,P22239,2026-02-01,In-App Purchase,8.39
T001958,P22239,2026-02-01,In-App Purchase,3.14
T001959,P22271,2026-01-19,In-App Purchase,8.39
T001960,P22271,2026-01-12,In-App Purchase,2.09
T001961,P22291,2026-01-15,In-App Purchase,9.39
T001962,P22291,2026-01-12,In-App Purchase,14.09
T001963,P22291,2026-01-08,In-App Purchase,2.81
T001964,P22309,2026-01-09,In-App Purchase,1.99
T001965,P22310,2026-01-16,In-App Purchase,5.24
T001966,P22313,2026-01-14,In-App Purchase,1.99
T001967,P22313,2026-01-04,In-App Purchase,14.99
T001968,P22330,2026-01-01,In-App Purchase,1.87
T001969,P22339,2026-01-26,In-App Purchase,4.99
T001970,P22355,2026-01-10,In-App Purchase,1.87
T001971,P22355,2026-01-08,In-App Purchase,4.69
T001972,P22418,2026-01-07,In-App Purchase,2.81
T001973,P22462,2026-01-10,In-App Purchase,2.81
T001974,P22465,2026-01-23,In-App Purchase,1.99
T001975,P22465,2026-01-23,In-App Purchase,2.99
T001976,P22465,2026-01-23,In-App Purchase,9.99
T001977,P22479,2026-01-14,In-App Purchase,7.99
T001978,P22479,2026-01-25,In-App Purchase,2.99
T001979,P22522,2026-01-13,In-App Purchase,3.14
T001980,P22532,2026-01-11,In-App Purchase,2.99
T001981,P22547,2026-01-19,In-App Purchase,1.87
T001982,P22574,2026-02-01,In-App Purchase,14.09
T001983,P22574,2026-01-20,In-App Purchase,4.69
T001984,P22576,2026-01-06,In-App Purchase,9.99
T001985,P22613,2026-01-29,In-App Purchase,2.09
T001986,P22613,2026-01-25,In-App Purchase,2.09
T001987,P22621,2026-01-07,In-App Purchase,10.49
T001988,P22621,2026-01-03,In-App Purchase,5.24
T001989,P22625,2026-01-05,In-App Purchase,4.69
T001990,P22625,2026-01-19,In-App Purchase,9.39
T001991,P22640,2026-01-16,In-App Purchase,10.49
T001992,P22661,2026-01-09,In-App Purchase,3.14
T001993,P22683,2026-01-16,In-App Purchase,2.99
T001994,P22683,2026-01-11,In-App Purchase,4.99
T001995,P22688,2026-01-09,In-App Purchase,14.09
T001996,P22709,2026-01-15,In-App Purchase,2.09
T001997,P22709,2026-01-10,In-App Purchase,2.09
T001998,P22719,2026-01-17,In-App Purchase,5.24
T001999,P22719,2026-01-19,In-App Purchase,3.14
T002000,P22723,2026-01-13,In-App Purchase,4.99
T002001,P22723,2026-01-02,In-App Purchase,1.99
T002002,P22723,2026-01-19,In-App Purchase,2.99
T002003,P22728,2026-01-28,In-App Purchase,4.69
T002004,P22728,2026-01-11,In-App Purchase,2.81
T002005,P22734,2026-01-13,In-App Purchase,3.14
T002006,P22843,2026-01-12,In-App Purchase,1.99
T002007,P22855,2026-01-15,In-App Purchase,5.24
T002008,P22871,2026-01-15,In-App Purchase,4.99
T002009,P22871,2026-01-25,In-App Purchase,14.99
T002010,P22889,2026-01-11,In-App Purchase,1.87
T002011,P22889,2026-01-10,In-App Purchase,1.87
T002012,P22889,2026-01-11,In-App Purchase,7.51
T002013,P22974,2026-01-11,In-App Purchase,3.14
T002014,P22995,2026-01-07,In-App Purchase,4.69
T002015,P23010,2026-01-22,In-App Purchase,9.99
T002016,P23010,2026-01-17,In-App Purchase,4.99
T002017,P23033,2026-01-12,In-App Purchase,2.81
T002018,P23033,2026-01-17,In-App Purchase,4.69
T002019,P23037,2026-01-26,In-App Purchase,7.99
T002020,P23074,2026-01-03,In-App Purchase,7.99
T002021,P23086,2026-01-20,In-App Purchase,4.99
T002022,P23090,2026-01-17,In-App Purchase,5.24
T002023,P23140,2026-01-06,In-App Purchase,2.81
T002024,P23145,2026-01-12,In-App Purchase,2.09
T002025,P23145,2026-01-15,In-App Purchase,5.24
T002026,P23161,2026-01-16,In-App Purchase,4.69
T002027,P23161,2026-01-19,In-App Purchase,7.51
T002028,P23161,2026-01-16,In-App Purchase,4.69
T002029,P23206,2026-01-18,In-App Purchase,9.99
T002030,P23239,2026-01-16,In-App Purchase,14.99
T002031,P23280,2026-01-31,In-App Purchase,3.14
T002032,P23280,2026-01-26,In-App Purchase,2.09
T002033,P23294,2026-01-21,In-App Purchase,1.99
T002034,P23311,2026-01-20,In-App Purchase,5.24
T002035,P23311,2026-01-01,In-App Purchase,5.24
T002036,P23321,2026-01-10,In-App Purchase,7.51
T002037,P23321,2026-01-10,In-App Purchase,1.87
T002038,P23324,2026-01-03,In-App Purchase,3.14
T002039,P23328,2026-01-08,In-App Purchase,9.39
T002040,P23366,2026-01-21,In-App Purchase,5.24
T002041,P23371,2026-01-19,In-App Purchase,4.99
T002042,P23414,2026-01-28,In-App Purchase,4.99
T002043,P23481,2026-01-18,In-App Purchase,2.09
T002044,P23481,2026-01-27,In-App Purchase,5.24
T002045,P23481,2026-01-27,In-App Purchase,15.74
T002046,P23501,2026-01-12,In-App Purchase,1.87
T002047,P23501,2026-01-12,In-App Purchase,2.81
T002048,P23501,2026-01-28,In-App Purchase,7.51
T002049,P23555,2026-01-02,In-App Purchase,1.87
T002050,P23555,2026-01-02,In-App Purchase,4.69
T002051,P23575,2026-01-12,In-App Purchase,14.99
T002052,P23591,2026-01-03,In-App Purchase,2.81
T002053,P23609,2026-01-18,In-App Purchase,4.99
T002054,P23611,2026-01-09,In-App Purchase,8.39
T002055,P23615,2026-01-18,In-App Purchase,10.49
T002056,P23615,2026-01-08,In-App Purchase,5.24
T002057,P23638,2026-01-12,In-App Purchase,2.09
T002058,P23679,2026-01-04,In-App Purchase,2.09
T002059,P23679,2026-01-06,In-App Purchase,8.39
T002060,P23703,2026-01-09,In-App Purchase,8.39
T002061,P23712,2026-01-08,In-App Purchase,4.69
T002062,P23712,2026-01-15,In-App Purchase,4.69
T002063,P23719,2026-01-28,In-App Purchase,14.99
T002064,P23759,2026-01-17,In-App Purchase,4.99
T002065,P23768,2026-01-01,In-App Purchase,5.24
T002066,P23775,2026-01-10,In-App Purchase,3.14
T002067,P23804,2026-01-14,In-App Purchase,7.51
